approved_for_scrape,suggested_decision,decision_reason,barcode,name,brand,query,card_text,image_alt,image_url_raw
NO,YES,positive_juice_type,7290006241504,קפוא תפוזים 345,,מיץ,"קפוא תפוזים 345
פריגת קפוא | 345 גרם
‏12.90 ‏₪
‏3.74 ‏₪ / 100 גרם
חטיפי קרח בטעמי פירות פולרטי
צ'וקטה | 400 גרם
‏9.90 ‏₪
‏2.48 ‏₪ / 100 גרם
עסיס סירופ תפוז דיאט 1 ליטר
עסיס | 1 ליטר
‏10.90 ‏₪
‏10.90 ‏₪ / 1 ליטר
פריגת צלול אננס 1.5 ליטר
פריגת | 1.5 ליטר
‏8.20 ‏₪
‏5.47 ‏₪ / 1 ליטר
בקבוק ליפמנס און דה רוקס 250 מ""""ל
ליפמנס | 250 מ""ל
2 יח' ב- ‏20 ₪
‏13.90 ‏₪
‏5.56 ‏₪ / 100 מ""ל
עסיס לימונענע דיאט 1ליטר
עסיס | 1 ליטר
‏10.90 ‏₪
‏10.90 ‏₪ / 1 ליטר
ויטמינציק לימון 1 ליטר
ויטמינצק | 1 ליטר
2 יח' ב- ‏20 ₪
‏13.90 ‏₪
‏13.90 ‏₪ / 1 ליטר
ויטמינצ'יק פטל 1 ליטר
ויטמינצק | 1 ליטר
2 יח' ב- ‏20 ₪
‏13.90 ‏₪
‏13.90 ‏₪ / 1 ליטר
ספרינג Collection נקטר חמוציות 1.25 ל'
ספרינג | 1.25 ליטר
‏11.90 ‏₪
‏9.52 ‏₪ / 1 ליטר
סחוט תפוח צלול 2 ליטר
פריגת | 2 ליטר
‏29.90 ‏₪
‏14.95 ‏₪ / 1 ליטר
תפוח סחוט 100 1 ליטר פריניב
פרי ניב סחוט | 1 ליטר
‏17.90 ‏₪
‏17.90 ‏₪ / 1 ליטר
ספרינג תפוחים 1.5 ליטר
ספרינג | 1.5 ליטר
3 יח' ב- ‏16 ₪
‏7.30 ‏₪
‏4.87 ‏₪ / 1 ליטר
ספרינג אננס בננה 1.5 ליטר
ספרינג | 1.5 ליטר
3 יח' ב- ‏16 ₪
‏7.30 ‏₪
‏4.87 ‏₪ / 1 ליטר
ספרינג מנגו 1.5 ליטר
ספרינג | 1.5 ליטר
3 יח' ב- ‏16 ₪
‏7.30 ‏₪
‏4.87 ‏₪ / 1 ליטר
סירופ בטעם פטל 750 מ""ל
פריגת | 750 מ""ל
‏18.90 ‏₪
‏2.52 ‏₪ / 100 מ""ל
ספרינג אשכוליות 1.5 ליטר
ספרינג | 1.5 ליטר
3 יח' ב- ‏16 ₪
‏7.30 ‏₪
‏4.87 ‏₪ / 1 ליטר
ספרינג תות בננה 1.5 ליטר
ספרינג | 1.5 ליטר
3 יח' ב- ‏16 ₪
‏7.30 ‏₪
‏4.87 ‏₪ / 1 ליטר
תפוזינה תפוזים 1.5 ליטר
תפוזינה | 1.5 ליטר
2 יח' ב- ‏12 ₪
‏7.30 ‏₪
‏4.87 ‏₪ / 1 ליטר",קפוא תפוזים 345,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729000624150412-12-2019_16-51-40.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729000624150412-12-2019_16-51-40.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729000624150412-12-2019_16-51-40.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,,"מיץ לימון סיציליה 200 מ""ל",,מיצים,"מיץ לימון סיציליה 200 מ""ל
סיציליה | 200 מ""ל
‏7.90 ‏₪
‏3.95 ‏₪ / 100 מ""ל","מיץ לימון סיציליה 200 מ""ל","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F6%2F76106842_s1_1502-16-2026_19-04-01.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F6%2F76106842_s1_1502-16-2026_19-04-01.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F6%2F76106842_s1_1502-16-2026_19-04-01.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,,מיץ אננס 100% טרי 1 ליטר,,מיצים,"מיץ אננס 100% טרי 1 ליטר
ללא מיתוג | 1 ליטר
‏10.90 ‏₪
‏10.90 ‏₪ / 1 ליטר",מיץ אננס 100% טרי 1 ליטר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087769_s107-13-2020_22-29-19.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087769_s107-13-2020_22-29-19.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087769_s107-13-2020_22-29-19.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,,מיץ תפוחים 1 ליטר,,מיצים,"מיץ תפוחים 1 ליטר
1 ליטר
‏10.90 ‏₪
‏10.90 ‏₪ / 1 ליטר",מיץ תפוחים 1 ליטר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087011_s107-11-2020_14-33-36.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087011_s107-11-2020_14-33-36.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087011_s107-11-2020_14-33-36.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,,"רד בול אבטיח 250 מ""ל",,מיצים,"רד בול אבטיח 250 מ""ל
רד בול | 250 מ""ל
4 יח' ב- ‏19 ₪
‏5.90 ‏₪
‏2.36 ‏₪ / 100 מ""ל
מיץ תפוזים 400 מ""ל
פרי ניב סחוט | 400 מ""ל
2 יח' ב- ‏15 ₪
‏9.90 ‏₪
‏2.48 ‏₪ / 100 מ""ל
שייק פירות יער חלבון 400 מ""ל
פרי ניב סחוט | 400 מ""ל
2 יח' ב- ‏17 ₪
‏9.90 ‏₪
‏2.48 ‏₪ / 100 מ""ל
טורס דה אספנייה מרלו 750 מ""ל
טורס דה אספנייה | 750 מ""ל
במבצע ‏27.90 ₪
‏42.90 ‏₪
‏5.72 ‏₪ / 100 מ""ל","רד בול אבטיח 250 מ""ל","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F9044626903-13-2025_11-49-10.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F9044626903-13-2025_11-49-10.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F9044626903-13-2025_11-49-10.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,,מיץ רימונים 100% 1 ליטר,,מיצים,"מיץ רימונים 100% 1 ליטר
תומר | 1 ליטר
‏18.90 ‏₪
‏18.90 ‏₪ / 1 ליטר",מיץ רימונים 100% 1 ליטר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F6%2F8%2F6812ff59c14e7bdce9ce91d771a04b61e7ae000ec540666cbf64dce65b0b80df.jpeg&w=384&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F6%2F8%2F6812ff59c14e7bdce9ce91d771a04b61e7ae000ec540666cbf64dce65b0b80df.jpeg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F6%2F8%2F6812ff59c14e7bdce9ce91d771a04b61e7ae000ec540666cbf64dce65b0b80df.jpeg&w=384&q=75 2x"
NO,YES,positive_juice_type,,מיץ עגב 100% טרי 1 ליטר,,מיצים,"מיץ עגב 100% טרי 1 ליטר
Rauch | 1 ליטר
‏10.90 ‏₪
‏10.90 ‏₪ / 1 ליטר",מיץ עגב 100% טרי 1 ליטר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087547_s110-26-2023_10-12-26.jpg&w=384&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087547_s110-26-2023_10-12-26.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087547_s110-26-2023_10-12-26.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,7290019056508,פרוט ווטר ענבים 1.5 ליטר,,נקטר,"פרוט ווטר ענבים 1.5 ליטר
פרוט ווטר | 1.5 ליטר
2 יח' ב- ‏13 ₪
‏7.60 ‏₪
‏5.07 ‏₪ / 1 ליטר
מיץ לימון 100% יוחננוף 250 מ""ל
יוחננוף | 250 מ""ל
‏5.90 ‏₪
‏6.90 ‏₪
‏2.36 ‏₪ / 100 מ""ל
משקה יוגורט פרו חלבון תות לל""ס 255 גרם
דנונה | 255 גרם
5 יח' ב- ‏30 ₪
‏7.50 ‏₪
‏2.94 ‏₪ / 100 גרם
פריגת תפוזים 1.5 ליטר
פריגת | 1.5 ליטר
‏8.20 ‏₪
‏5.47 ‏₪ / 1 ליטר
אלפרו שקדים ללא סוכר
אלפרו | 1 ליטר
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר",פרוט ווטר ענבים 1.5 ליטר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729001905650809-20-2023_06-01-37.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729001905650809-20-2023_06-01-37.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729001905650809-20-2023_06-01-37.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,7290001247112,ספרינג קרטוניות לימונענע 1 ל',,נקטר,"ספרינג קרטוניות לימונענע 1 ל'
ספרינג | 1 ליטר
‏5.90 ‏₪
‏5.90 ‏₪ / 1 ליטר
שוופס מוגז פירות לימונדה ורודה 1.5 ליטר
שוופס | 1.5 ליטר
2 יח' ב- ‏10 ₪
‏7.30 ‏₪
‏4.87 ‏₪ / 1 ליטר
ספרינג פירות טרופיים 1.5 ליטר
ספרינג | 1.5 ליטר
3 יח' ב- ‏16 ₪
‏7.30 ‏₪
‏4.87 ‏₪ / 1 ליטר
שוופס מוגז פירות לימונייד 1.5 ליטר
שוופס | 1.5 ליטר
2 יח' ב- ‏10 ₪
‏7.30 ‏₪
‏4.87 ‏₪ / 1 ליטר
סחוט תפוז 2 ליטר
פריגת | 2 ליטר
‏29.90 ‏₪
‏14.95 ‏₪ / 1 ליטר",ספרינג קרטוניות לימונענע 1 ל',"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290001247112_s1_0005-24-2021_16-32-47.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290001247112_s1_0005-24-2021_16-32-47.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290001247112_s1_0005-24-2021_16-32-47.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,7290003029532,מוקה 1 ליטר,,נקטר,"מוקה 1 ליטר
יטבתה | 1 ליטר
‏12.30 ‏₪
‏12.30 ‏₪ / 1 ליטר
מיץ תירוש יוחננוף 100% טבעי 1 ליטר
יוחננוף | 1 ליטר
‏15.90 ‏₪
‏15.90 ‏₪ / 1 ליטר
יופלה משקה יוגורט תות עם קשיות
יופלה | 800 מ""ל
‏22.50 ‏₪
‏2.81 ‏₪ / 100 מ""ל
ספרינג ענבים פחית 330 מ""ל
ספרינג | 330 מ""ל
3 יח' ב- ‏12 ₪
‏4.90 ‏₪
‏1.48 ‏₪ / 100 מ""ל",מוקה 1 ליטר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F365049_7290003029532_3.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F365049_7290003029532_3.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F365049_7290003029532_3.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,7290110570040,אלפרו שקדים ללא סוכר קר,,נקטר,"אלפרו שקדים ללא סוכר קר
אלפרו | 1 ליטר
במבצע ‏9.90 ₪
‏13.90 ‏₪
‏13.90 ‏₪ / 1 ליטר
סחוט תפוז 1 ליטר
פריגת | 1 ליטר
‏16.90 ‏₪
‏16.90 ‏₪ / 1 ליטר
משקה אקטיביה אפרסק 1.2% בודד
אקטיביה | 265 גרם
‏5.50 ‏₪
‏2.08 ‏₪ / 100 גרם
משקה שקדים
תנובה אלטרנטיב | 1 ליטר
‏12.90 ‏₪
‏12.90 ‏₪ / 1 ליטר
מיץ לימון סיציליה 200 מ""ל
סיציליה | 200 מ""ל
‏7.90 ‏₪
‏3.95 ‏₪ / 100 מ""ל",אלפרו שקדים ללא סוכר קר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F7%2F370705_7290110570040.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F7%2F370705_7290110570040.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F7%2F370705_7290110570040.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,,"מיץ לימון סיציליה 200 מ""ל",,נקטר,"מיץ לימון סיציליה 200 מ""ל
סיציליה | 200 מ""ל
‏7.90 ‏₪
‏3.95 ‏₪ / 100 מ""ל","מיץ לימון סיציליה 200 מ""ל","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F6%2F76106842_s1_1502-16-2026_19-04-01.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F6%2F76106842_s1_1502-16-2026_19-04-01.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F6%2F76106842_s1_1502-16-2026_19-04-01.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,,מיץ אננס 100% טרי 1 ליטר,,נקטר,"מיץ אננס 100% טרי 1 ליטר
ללא מיתוג | 1 ליטר
‏10.90 ‏₪
‏10.90 ‏₪ / 1 ליטר",מיץ אננס 100% טרי 1 ליטר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087769_s107-13-2020_22-29-19.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087769_s107-13-2020_22-29-19.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087769_s107-13-2020_22-29-19.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,,מיץ תפוחים 1 ליטר,,נקטר,"מיץ תפוחים 1 ליטר
1 ליטר
‏10.90 ‏₪
‏10.90 ‏₪ / 1 ליטר",מיץ תפוחים 1 ליטר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087011_s107-11-2020_14-33-36.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087011_s107-11-2020_14-33-36.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087011_s107-11-2020_14-33-36.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,,"רד בול אבטיח 250 מ""ל",,נקטר,"רד בול אבטיח 250 מ""ל
רד בול | 250 מ""ל
4 יח' ב- ‏19 ₪
‏5.90 ‏₪
‏2.36 ‏₪ / 100 מ""ל
מיץ תפוזים 400 מ""ל
פרי ניב סחוט | 400 מ""ל
2 יח' ב- ‏15 ₪
‏9.90 ‏₪
‏2.48 ‏₪ / 100 מ""ל
שייק פירות יער חלבון 400 מ""ל
פרי ניב סחוט | 400 מ""ל
2 יח' ב- ‏17 ₪
‏9.90 ‏₪
‏2.48 ‏₪ / 100 מ""ל
טורס דה אספנייה מרלו 750 מ""ל
טורס דה אספנייה | 750 מ""ל
במבצע ‏27.90 ₪
‏42.90 ‏₪
‏5.72 ‏₪ / 100 מ""ל","רד בול אבטיח 250 מ""ל","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F9044626903-13-2025_11-49-10.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F9044626903-13-2025_11-49-10.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F9044626903-13-2025_11-49-10.jpg&w=384&q=75 2x"
NO,YES,positive_juice_type,,מיץ רימונים 100% 1 ליטר,,נקטר,"מיץ רימונים 100% 1 ליטר
תומר | 1 ליטר
‏18.90 ‏₪
‏18.90 ‏₪ / 1 ליטר",מיץ רימונים 100% 1 ליטר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F6%2F8%2F6812ff59c14e7bdce9ce91d771a04b61e7ae000ec540666cbf64dce65b0b80df.jpeg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F6%2F8%2F6812ff59c14e7bdce9ce91d771a04b61e7ae000ec540666cbf64dce65b0b80df.jpeg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F6%2F8%2F6812ff59c14e7bdce9ce91d771a04b61e7ae000ec540666cbf64dce65b0b80df.jpeg&w=384&q=75 2x"
NO,YES,positive_juice_type,,מיץ עגב 100% טרי 1 ליטר,,נקטר,"מיץ עגב 100% טרי 1 ליטר
Rauch | 1 ליטר
‏10.90 ‏₪
‏10.90 ‏₪ / 1 ליטר",מיץ עגב 100% טרי 1 ליטר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087547_s110-26-2023_10-12-26.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087547_s110-26-2023_10-12-26.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F9%2F0%2F90087547_s110-26-2023_10-12-26.jpg&w=384&q=75 2x"
