approved_for_scrape,suggested_decision,decision_reason,barcode,name,brand,query,card_text,image_alt,image_url_raw
YES,YES,milk_or_beverage_with_liquid_signal,7290110327514,משקה שיבולת שועל בטעם אגוזי לוז,,משקה שיבולת שועל,"משקה שיבולת שועל בטעם אגוזי לוז
תנובה אלטרנטיב | 1 ליטר
‏12.90 ‏₪
‏12.90 ‏₪ / 1 ליטר",משקה שיבולת שועל בטעם אגוזי לוז,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290110327514_s1_1510-05-2021_10-54-34.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290110327514_s1_1510-05-2021_10-54-34.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290110327514_s1_1510-05-2021_10-54-34.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,7290116933894,משקה שיבולת שועל וויט,,משקה שיבולת שועל,"משקה שיבולת שועל וויט
תנובה אלטרנטיב | 1 ליטר
‏12.90 ‏₪
‏12.90 ‏₪ / 1 ליטר",משקה שיבולת שועל וויט,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290116933894_s1_1506-30-2024_12-38-08.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290116933894_s1_1506-30-2024_12-38-08.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290116933894_s1_1506-30-2024_12-38-08.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,8000215204714,משקה שיבולת שועל אורגני,,משקה שיבולת שועל,"משקה שיבולת שועל אורגני
נטורפוד | 1 ליטר
2 יח' ב- ‏25 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר",משקה שיבולת שועל אורגני,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204714_s103-08-2021_13-32-22.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204714_s103-08-2021_13-32-22.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204714_s103-08-2021_13-32-22.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,8000215204745,משקה שיבולת שועל וניל אורגני,,משקה שיבולת שועל,"משקה שיבולת שועל וניל אורגני
נטורפוד | 1 ליטר
2 יח' ב- ‏25 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר",משקה שיבולת שועל וניל אורגני,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204745_s103-23-2022_12-13-09.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204745_s103-23-2022_12-13-09.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204745_s103-23-2022_12-13-09.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,7394376620904,משקה שיבולת שועל ללא סוכר,,משקה שיבולת שועל,"משקה שיבולת שועל ללא סוכר
אוטלי | 1 ליטר
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר",משקה שיבולת שועל ללא סוכר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F3%2F7394376620904_s106-25-2025_09-58-48.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F3%2F7394376620904_s106-25-2025_09-58-48.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F3%2F7394376620904_s106-25-2025_09-58-48.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,8000215204240,משקה שקדים ואורז אורגני,,משקה שקדים,"משקה שקדים ואורז אורגני
ויטאריז | 1 ליטר
2 יח' ב- ‏25 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר",משקה שקדים ואורז אורגני,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204240_s103-08-2021_11-15-59.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204240_s103-08-2021_11-15-59.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204240_s103-08-2021_11-15-59.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,7290014760141,משקה שקדים,,משקה שקדים,"משקה שקדים
תנובה אלטרנטיב | 1 ליטר
‏12.90 ‏₪
‏12.90 ‏₪ / 1 ליטר",משקה שקדים,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014760141_s1_1505-19-2021_06-53-14.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014760141_s1_1505-19-2021_06-53-14.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014760141_s1_1505-19-2021_06-53-14.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,,משקה שקדים ללא סוכר,,משקה שקדים,"משקה שקדים ללא סוכר
תנובה אלטרנטיב | 1 ליטר
‏12.90 ‏₪
‏12.90 ‏₪ / 1 ליטר",משקה שקדים ללא סוכר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F2%2Ff%2F2f8b0f39939a1db4942b26e7714024f3f221ad9b1a6e63bf68926728e9ea6f80.jpeg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F2%2Ff%2F2f8b0f39939a1db4942b26e7714024f3f221ad9b1a6e63bf68926728e9ea6f80.jpeg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F2%2Ff%2F2f8b0f39939a1db4942b26e7714024f3f221ad9b1a6e63bf68926728e9ea6f80.jpeg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,7290110558437,אלפרו שקדים קר,,משקה שקדים,"אלפרו שקדים קר
אלפרו | 1 ליטר
‏9.90 ‏₪
‏13.90 ‏₪
‏9.90 ‏₪ / 1 ליטר
משקה שקדים אורגני
נטורפוד | 1 ליטר
‏16.90 ‏₪
‏16.90 ‏₪ / 1 ליטר
אלפרו בריסטה שקדים
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
משקה סויה בטעם סחלב אלפרו 750 מ""ל
אלפרו | 750 מ""ל
במבצע ‏10.90 ₪
‏12.90 ‏₪
‏1.72 ‏₪ / 100 מ""ל",אלפרו שקדים קר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F7%2F370704_7290110558437.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F7%2F370704_7290110558437.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F7%2F370704_7290110558437.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,8000215204561,משקה שקדים אורגני,,משקה שקדים,"משקה שקדים אורגני
נטורפוד | 1 ליטר
‏16.90 ‏₪
‏16.90 ‏₪ / 1 ליטר",משקה שקדים אורגני,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204561_s106-26-2022_08-11-29.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204561_s106-26-2022_08-11-29.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204561_s106-26-2022_08-11-29.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,7290110324773,"משקה חלב גו 27 גרם חלבון 2% בטעם וניל 340 מ""ל",,משקה קוקוס,"משקה חלב גו 27 גרם חלבון 2% בטעם וניל 340 מ""ל
תנובה | 340 מ""ל
‏8.20 ‏₪
‏2.41 ‏₪ / 100 מ""ל","משקה חלב גו 27 גרם חלבון 2% בטעם וניל 340 מ""ל","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290110324773_s1_1509-28-2025_06-15-27.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290110324773_s1_1509-28-2025_06-15-27.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290110324773_s1_1509-28-2025_06-15-27.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,8000215204219,משקה אורז אורגני,,משקה אורז,"משקה אורז אורגני
ויטאריז | 1 ליטר
2 יח' ב- ‏25 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר",משקה אורז אורגני,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204219_s103-08-2021_13-22-47.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204219_s103-08-2021_13-22-47.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204219_s103-08-2021_13-22-47.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,8000215204554,משקה אורז קוקוס אורגני,,משקה אורז,"משקה אורז קוקוס אורגני
ויטאריז | 1 ליטר
2 יח' ב- ‏25 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר",משקה אורז קוקוס אורגני,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204554_s103-08-2021_13-18-29.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204554_s103-08-2021_13-18-29.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204554_s103-08-2021_13-18-29.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,8000215204394,משקה אורז אגוזי לוז אורגני,,משקה אורז,"משקה אורז אגוזי לוז אורגני
ויטאריז | 1 ליטר
‏15.90 ‏₪
‏18.90 ‏₪
‏15.90 ‏₪ / 1 ליטר",משקה אורז אגוזי לוז אורגני,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204394_s103-08-2021_10-49-00.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204394_s103-08-2021_10-49-00.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204394_s103-08-2021_10-49-00.jpg&w=384&q=75 2x"
